source_status,normalized_status,analytical_group,include_in_main_analysis,target_isil,rationale,source_count
Biblioteca confluita in IT-TE0035,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TE0035,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TE0045,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TE0045,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-TN0123,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TN0123,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TN0129,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TN0129,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-TN0132,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TN0132,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-TN0153,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TN0153,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,5
Biblioteca confluita in IT-TN0155,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TN0155,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TN0157,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TN0157,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TN0592,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TN0592,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0071,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0071,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0135,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0135,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0226,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0226,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0257,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0257,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0326,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0326,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0350,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0350,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0464,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0464,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0528,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0528,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-TO0531,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0531,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,12
Biblioteca confluita in IT-TO0637,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0637,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0646,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0646,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0650,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0650,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0661,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0661,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO0954,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO0954,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TO1203,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO1203,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-TO1242,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TO1242,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TP0001,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TP0001,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TR0022,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TR0022,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TR0032,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TR0032,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-TS0012,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0012,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-TS0141,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0141,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,12
Biblioteca confluita in IT-TS0150,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0150,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-TS0162,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0162,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TS0215,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0215,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TS0216,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0216,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,7
Biblioteca confluita in IT-TS0222,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0222,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TS0240,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0240,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TS0254,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0254,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TS0269,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0269,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-TS0276,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TS0276,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-TV0163,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TV0163,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VC0072,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VC0072,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VE0031,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0031,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VE0164,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0164,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VE0173,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0173,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VE0183,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0183,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-VE0188,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0188,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VE0190,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0190,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-VE0193,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0193,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VE0195,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0195,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-VE0268,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0268,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VE0277,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0277,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-VE0279,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0279,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-VE0308,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0308,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,8
Biblioteca confluita in IT-VE0364,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VE0364,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VR0059,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0059,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-VR0138,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0138,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-VR0210,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0210,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-VR0211,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0211,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VR0212,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0212,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VR0230,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0230,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-VR0231,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0231,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VR0232,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0232,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-VR0233,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VR0233,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VT0051,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VT0051,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-VT0125,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VT0125,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-VT0214,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-VT0214,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca in via di allestimento,BIBLIOTECA_IN_VIA_DI_ALLESTIMENTO,AVVIO,False,,Biblioteca registrata ma non ancora in attività ordinaria; categoria distinta dalle chiusure.,34
Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.,1723
Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.,1827
Deposito librario senza punto di servizio,DEPOSITO_SENZA_PUNTO_DI_SERVIZIO,ASSENZA_PUNTO_DI_SERVIZIO,True,,Struttura senza servizi al pubblico; inclusa nel perimetro principale come assenza di punto di servizio.,33
Inagibile,INAGIBILE,INTERRUZIONE_DEL_SERVIZIO,True,,Stato ICCU di inagibilità; servizi non pienamente fruibili.,4
Riapertura con agibilità parziale,RIAPERTURA_AGIBILITA_PARZIALE,OPERATIVITA_PARZIALE,True,,ICCU specifica che i servizi all'utenza sono solo parzialmente accessibili.,2
Servizi sospesi causa sisma ,SERVIZI_SOSPESI_CAUSA_SISMA,INTERRUZIONE_DEL_SERVIZIO,True,,Sospensione esplicita dei servizi a seguito di sisma.,12
Temporaneamente chiusa,TEMPORANEAMENTE_CHIUSA,INTERRUZIONE_DEL_SERVIZIO,True,,Stato ICCU che segnala una chiusura temporanea.,619
