isil,collection_index,library_name_source,codice,denominazione,fondo_depositato,catalogazione_inventario,tipologia_fondo,dewey,descrizione,url_o_citazione_bibliografica,consistenza,datazione,modalita_acquisizione,tipologia_documentaria,provenienza,soggetto_produttore,bibliografia,fondi_collegati
IT-CR0056,11,Biblioteca comunale 'Clara Gallini',011,Fondo Andrea Bombelli,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-CR0056,12,Biblioteca comunale 'Clara Gallini',012,Fondo manoscritti,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-CR0056,13,Biblioteca comunale 'Clara Gallini',013,Raccolta manifesti,No,Non presente,Fondo misto,,,,,,,,,,,
IT-CR0058,1, Biblioteca del Dipartimento di musicologia e beni culturali dell'Università di Pavia - Cremona - CR,001,Fondo Vittorio Grandi,No,NON SPECIFICATO,Fondo librario / Collezione,Musica,307 titoli di musica a stampa e saggistica musicale,,,,,,,,,
IT-CR0058,2, Biblioteca del Dipartimento di musicologia e beni culturali dell'Università di Pavia - Cremona - CR,002,Fondo Maria Luisa Ferrari Boschetto,No,NON SPECIFICATO,Fondo librario / Collezione,Musica,"368 opere di musica a stampa, saggistica e trattatistica musicale",,,,,,,,,
IT-CR0058,3, Biblioteca del Dipartimento di musicologia e beni culturali dell'Università di Pavia - Cremona - CR,003,Fondo Oreste Riva,No,NON SPECIFICATO,Fondo librario / Collezione,Musica,351 spartiti musicali manoscritti,,,,,,,,,
IT-CR0058,4, Biblioteca del Dipartimento di musicologia e beni culturali dell'Università di Pavia - Cremona - CR,004,Fondo Emilia Dahnk Baroffio,No,Non presente,Fondo librario / Collezione,,"1136 titoli di filologia, letteratura, musicologia e storia",,,,,,,,,
IT-CR0058,5, Biblioteca del Dipartimento di musicologia e beni culturali dell'Università di Pavia - Cremona - CR,005,Fondo discografico Lasagna Spetrino,No,Non presente,Fondo librario / Collezione,,"950 dischi a 33, 112 e 78 giri, 29 nastri",,,,,,,,,
IT-CR0058,6, Biblioteca del Dipartimento di musicologia e beni culturali dell'Università di Pavia - Cremona - CR,006,Fondo Walter Stauffer,No,Non presente,Fondo librario / Collezione,,"filologia, musicologia e storia",,,,,,,,,
IT-CR0058,7, Biblioteca del Dipartimento di musicologia e beni culturali dell'Università di Pavia - Cremona - CR,007,Fondo Giuseppina Ghisi,No,Non presente,Fondo librario / Collezione,,256 libretti d'opera e operetta,,,,,,,,,
IT-CR0059,1,Biblioteca e Centro di documentazione della Camera di commercio di Cremona,001,Fondo vecchio e miscellanea,No,NON SPECIFICATO,Fondo librario / Collezione,,"volumi e opuscoli di economia, finanza, commercio editi nel periodo fascista",,,,,,,,,
IT-CR0061,1,Biblioteca del Seminario vescovile S. Maria della pace,001,Fondo Manzoniano,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
