isil,contact_index,contact_type,contact_value,source
IT-SI0128,2,fax,+39 0577234184,contatti.xml
IT-SI0128,3,telefono,+39 0577235821,contatti.xml
IT-SI0128,4,telefono,+39 0577234205,contatti.xml
IT-SI0128,5,telefono,+39 0577234183,contatti.xml
IT-SI0128,6,url,http://www.sba.unisi.it/bamf,contatti.xml
IT-SI0129,1,telefono,+39 0577280893,contatti.xml
IT-SI0134,1,e-mail,centrostudi@sienajazz.it,contatti.xml
IT-SI0134,2,pec,sienajazz@pec.it,contatti.xml
IT-SI0134,3,telefono,+39 0577271401,contatti.xml
IT-SI0134,4,url,https://centrostudi.sienajazz.it/archivio/biblioteca/,contatti.xml
IT-SI0135,1,e-mail,info@fondazionecantiere.it,contatti.xml
IT-SI0135,2,e-mail,giaccio@fondazionecantiere.it,contatti.xml
IT-SI0135,3,pec,fondazionecantiere@pec.it,contatti.xml
IT-SI0135,4,telefono,+39 0578757089,contatti.xml
IT-SI0135,5,telefono,+39 0578757007,contatti.xml
IT-SI0135,6,telefono,+39 0578716368,contatti.xml
IT-SI0135,7,url,www.fondazionecantiere.it,contatti.xml
IT-SI0137,1,e-mail,biblioteca@comune.castellina.si.it,contatti.xml
IT-SI0137,2,e-mail,a.gori@comune.castellina.si.it,contatti.xml
IT-SI0137,3,pec,comune.castellinainchianti@postacert.toscana.it,contatti.xml
IT-SI0137,4,telefono,+39 0577740201,contatti.xml
IT-SI0137,5,telefono,+39 0577742338,contatti.xml
IT-SI0137,6,url,http://www.comune.castellina.si.it/comschedatem.asp?id=41013,contatti.xml
IT-SI0138,1,e-mail,bast@unisi.it,contatti.xml
IT-SI0138,2,fax,+39 0577234605,contatti.xml
IT-SI0138,3,telefono,+39 0577235790,contatti.xml
IT-SI0138,4,telefono,+39 0577234602,contatti.xml
IT-SI0138,5,url,http://www.sba.unisi.it/bast,contatti.xml
IT-SI0141,1,e-mail,prestitobaums@unisi.it,contatti.xml
IT-SI0141,2,telefono,+39 0577235890,contatti.xml
IT-SI0141,3,url,http://www.sba.unisi.it/baums,contatti.xml
IT-SI0145,1,e-mail,areabiblioteca@unistrasi.it,contatti.xml
IT-SI0145,2,telefono,+39 0577240452/3,contatti.xml
IT-SI0145,3,telefono,+39 0577240455,contatti.xml
IT-SI0145,4,url,https://www.unistrasi.it/1/109/299/Biblioteca_di_Ateneo.htm,contatti.xml
IT-SI0146,1,fax,+39 0577298456,contatti.xml
IT-SI0146,2,telefono,+39 0577298458,contatti.xml
IT-SI0147,1,fax,+39 0577288020,contatti.xml
IT-SI0147,2,pec,cciaa.arezzosiena@as.legalmail.camcom.it,contatti.xml
IT-SI0147,3,telefono,+390577202582,contatti.xml
IT-SI0149,1,e-mail,pin-si.archivi-biblioteca@cultura.gov.it,contatti.xml
IT-SI0149,2,fax,+39 0577270508,contatti.xml
IT-SI0149,3,telefono,+39 057741246,contatti.xml
IT-SI0149,4,url,http://www.pinacotecanazionalesiena.it/,contatti.xml
IT-SI0150,1,fax,+39 0577270245,contatti.xml
IT-SI0150,2,telefono,+39 0577248111,contatti.xml
IT-SI0151,1,e-mail,biblio@comune.monteriggioni.si.it,contatti.xml
IT-SI0151,2,pec,comunemonteriggioni@postacert.toscana.it,contatti.xml
IT-SI0151,3,telefono,+39 0577304163,contatti.xml
IT-SI0151,4,telefono,+39 0577306698,contatti.xml
IT-SI0151,5,url,https://www.facebook.com/bibliotecacomunaledimonteriggioni,contatti.xml
IT-SI0153,1,e-mail,c.maccari@uc-amiatavaldorcia.si.it,contatti.xml
IT-SI0153,2,fax,+39 0577787763,contatti.xml
IT-SI0153,3,pec,uc-amiatavaldorcia@postacert.toscana.it,contatti.xml
IT-SI0153,4,telefono,+39 0577787181,contatti.xml
IT-SI0153,5,url,http://www.retedocumentaria.siena.it/index.php/rete/biblioteche/biblioteca-comunale-angelo-ferrazzani-di-piancastagnaio/,contatti.xml
IT-SI0159,1,e-mail,biblioteca@comune.sovicille.si.it,contatti.xml
IT-SI0159,2,fax,+39 0577315948,contatti.xml
IT-SI0159,3,telefono,+390577315948,contatti.xml
IT-SI0159,4,url,http://www.comune.sovicille.si.it/Main.aspx?ID=391,contatti.xml
IT-SI0160,1,e-mail,biblioteca@operaduomo.siena.it,contatti.xml
IT-SI0160,2,e-mail,operaduomo@operaduomo.siena.it,contatti.xml
IT-SI0160,3,telefono,+39 0577283048,contatti.xml
IT-SI0160,4,url,operaduomo.siena.it,contatti.xml
IT-SI0161,1,e-mail,museodemedici@gmail.com,contatti.xml
IT-SI0161,2,e-mail,museodemedici.fi@gmail.com,contatti.xml
IT-SI0161,3,url,https://www.museodemedici.org/,contatti.xml
IT-SI0163,1,e-mail,biblioteca@conservatoriosiena.it,contatti.xml
IT-SI0163,2,fax,+39 0577389127,contatti.xml
IT-SI0163,3,telefono,+39 0577288904,contatti.xml
IT-SI0163,4,url,https://conservatoriosiena.it/it,contatti.xml
IT-SI0164,1,e-mail,sistemamuseale@unisi.it,contatti.xml
IT-SI0164,2,fax,+39 0577234147,contatti.xml
IT-SI0164,3,telefono,+39 0577235468,contatti.xml
IT-SI0164,4,telefono,+39 0577235469,contatti.xml
IT-SI0164,5,telefono,+39 0577235470,contatti.xml
IT-SI0164,6,url,https://simus.unisi.it/musei/msm/collezioni-strumentaria/,contatti.xml
IT-SI0165,1,e-mail,biblioama@unisi.it,contatti.xml
IT-SI0165,2,telefono,+39 0577235633,contatti.xml
IT-SI0165,3,url,http://www3.unisi.it/ricerca/centri/cisaca/nuovo/main/biblioteca.html,contatti.xml
IT-SI0166,1,e-mail,diocesi@diocesimontepulciano.it,contatti.xml
IT-SI0166,2,fax,+39 0578.719599,contatti.xml
IT-SI0166,3,telefono,+39 0578.71951,contatti.xml
IT-SI0166,4,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/2870/Biblioteca+diocesana+Emilio+Giorgi,contatti.xml
IT-SI0217,1,e-mail,biblioteca.briganti.sms@sms.comune.siena.it,contatti.xml
IT-SI0217,2,fax,+39 0577534561,contatti.xml
IT-SI0217,3,pec,comune.siena@postacert.toscana.it,contatti.xml
IT-SI0217,4,telefono,0577534563,contatti.xml
IT-SI0217,5,url,http://www.comune.siena.it/la-citta/cultura/cerr-fondo-briganti,contatti.xml
IT-SI0218,1,e-mail,centromarameonisiena81@gmail.com,contatti.xml
IT-SI0218,2,telefono,+39 3332982600,contatti.xml
IT-SI0218,3,url,http://www.retedocumentaria.siena.it/index.php/rete/biblioteche/centro-culturale-delle-donne-mara-meoni/,contatti.xml
IT-SI0219,1,e-mail,gpicone@comune.sangimignano.si.it,contatti.xml
IT-SI0219,2,fax,+39 0577990381,contatti.xml
IT-SI0219,3,telefono,+390577906102,contatti.xml
IT-SI0219,4,url,http://www.asfer.it/,contatti.xml
IT-SI0261,1,e-mail,istore.siena@gmail.com,contatti.xml
IT-SI0261,2,pec,istituto.siena@pec.it,contatti.xml
IT-SI0261,3,telefono,+39 3384874791,contatti.xml
IT-SI0261,4,telefono,+39 3337150411,contatti.xml
IT-SI0261,5,url,www.istitutostoricosiena.it,contatti.xml
IT-SI0262,1,e-mail,sips010009@istruzione.it,contatti.xml
IT-SI0262,2,fax,+39 0577928317,contatti.xml
IT-SI0262,3,pec,sips010009@pec.istruzione.it,contatti.xml
IT-SI0262,4,telefono,+39 0577928828,contatti.xml
IT-SI0262,5,url,https://www.liceoalessandrovolta.edu.it/,contatti.xml
IT-SI0263,1,e-mail,sitf020002@istruzione.it,contatti.xml
IT-SI0263,2,e-mail,sitf020002@pec.istruzione.it,contatti.xml
IT-SI0263,3,telefono,+39 057721831,contatti.xml
IT-SI0264,1,e-mail,siic827005@istruzione.it,contatti.xml
IT-SI0264,2,fax,+39 0577901823,contatti.xml
IT-SI0264,3,pec,siic827005@pec.istruzione.it,contatti.xml
IT-SI0264,4,telefono,+39 0577921372,contatti.xml
IT-SI0264,5,telefono,+39 3332078226,contatti.xml
IT-SI0264,6,url,https://www.primocolle.edu.it/,contatti.xml
IT-SI0265,1,e-mail,biblioteca@museisenesi.org,contatti.xml
IT-SI0265,2,pec,museisenesi@pec.it,contatti.xml
IT-SI0265,3,telefono,+39 0577530164,contatti.xml
IT-SI0265,4,url,https://www.museisenesi.org/biblio/,contatti.xml
IT-SO0002,1,e-mail,biblioteca@comune.ardenno.so.it,contatti.xml
IT-SO0002,2,fax,+39 0342662068,contatti.xml
IT-SO0002,3,pec,protocollo.ardenno@cert.provincia.so.it,contatti.xml
IT-SO0002,4,telefono,+39 0342662282,contatti.xml
IT-SO0002,5,url,www.comune.ardenno.so.it,contatti.xml
IT-SO0003,1,e-mail,biblioteca@comune.berbenno.so.it,contatti.xml
IT-SO0003,2,fax,+39 0342590268,contatti.xml
IT-SO0003,3,pec,comune.berbennodivaltellina@pec.regione.lombardia.it,contatti.xml
IT-SO0003,4,telefono,+39 342590268,contatti.xml
IT-SO0003,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-berbenno-di-valtellina/,contatti.xml
IT-SO0007,1,e-mail,bibliobormio@comune.bormio.so.it,contatti.xml
IT-SO0007,2,fax,+39 0342904645,contatti.xml
IT-SO0007,3,pec,bormio@pec.cmav.so.it,contatti.xml
IT-SO0007,4,telefono,+39 0342912229,contatti.xml
IT-SO0007,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-bormio/,contatti.xml
IT-SO0009,1,e-mail,biblioteca.campodolcino@cmvalchiavenna.it,contatti.xml
IT-SO0009,2,fax,+39 034350575,contatti.xml
IT-SO0009,3,pec,protocollo.campodolcino@cert.provincia.so.it,contatti.xml
IT-SO0009,4,telefono,+39 034358661,contatti.xml
IT-SO0009,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-campodolcino/,contatti.xml
IT-SO0009,6,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-campodolcino/,contatti.xml
IT-SO0010,1,e-mail,biblioteca@comune.castioneandevenno.so.it,contatti.xml
IT-SO0010,2,pec,protocollo.castioneandevenno@cert.provincia.so.it,contatti.xml
IT-SO0010,3,telefono,+39 342358613,contatti.xml
IT-SO0010,4,url,https://sondrio.comperio.it/library/biblioteca-comunale-di-castione-andevenno/,contatti.xml
IT-SO0010,5,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-castione-andevenno/,contatti.xml
IT-SO0010,6,url,www.facebook.com/biblioCastione/,contatti.xml
IT-SO0011,1,e-mail,biblioteca.chiavenna@cmvalchiavenna.it,contatti.xml
IT-SO0011,2,fax,+39 034334334,contatti.xml
IT-SO0011,3,pec,protocollo.cmvalchiavenna@cert.provincia.so.it,contatti.xml
IT-SO0011,4,telefono,+39 034332821,contatti.xml
IT-SO0011,5,url,www.valchiavennaonline.com,contatti.xml
IT-SO0011,6,url,www.facebook.com/bibliotecavalchiavenna/,contatti.xml
IT-SO0012,1,fax,+39 034332117,contatti.xml
IT-SO0012,2,telefono,+3903432117,contatti.xml
IT-SO0014,1,e-mail,biblioteca@comune.chiesainvalmalenco.so.it,contatti.xml
IT-SO0014,2,e-mail,marusca.cabello@unionevalmalenco.it,contatti.xml
IT-SO0014,3,fax,+39 0342451402,contatti.xml
IT-SO0014,4,pec,unione.valmalenco@pec.regione.lombardia.it,contatti.xml
IT-SO0014,5,telefono,+39 0342454068,contatti.xml
IT-SO0014,6,telefono,+39 3334904767,contatti.xml
IT-SO0014,7,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-chiesa-in-valmalenco/,contatti.xml
IT-SO0015,1,e-mail,biblioteca@comune.chiuro.so.it,contatti.xml
IT-SO0015,2,fax,+39 0342484213,contatti.xml
IT-SO0015,3,pec,protocollo.chiuro@cert.provincia.so.it,contatti.xml
IT-SO0015,4,telefono,+39 0342484213,contatti.xml
IT-SO0015,5,url,https://sondrio.comperio.it/library/biblioteca-comunale-luigi-faccinelli-di-chiuro/,contatti.xml
IT-SO0016,1,e-mail,biblioteca.delebio@gmail.com,contatti.xml
IT-SO0016,2,pec,protocollo.delebio@cert.provincia.so.it,contatti.xml
IT-SO0016,3,telefono,+39 0342684564,contatti.xml
IT-SO0016,4,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-delebio/,contatti.xml
IT-SO0016,5,url,www.facebook.com/bibliotecacomunale.didelebio/,contatti.xml
IT-SO0016,6,url,http://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-delebio,contatti.xml
IT-SO0017,1,e-mail,biblioteca.dubino@libero.it,contatti.xml
IT-SO0017,2,fax,+39 0342681166,contatti.xml
IT-SO0017,3,pec,protocollo.dubino@cert.provincia.so.it,contatti.xml
IT-SO0017,4,telefono,+39 342680129,contatti.xml
IT-SO0017,5,url,https://sondrio.comperio.it/library/biblioteca-comunale-di-dubino/,contatti.xml
IT-SO0019,1,e-mail,biblioteca@comune.grosio.so.it,contatti.xml
IT-SO0019,2,e-mail,jessica.baroni1988@gmail.com,contatti.xml
IT-SO0019,3,fax,+39 0342877740,contatti.xml
IT-SO0019,4,pec,protocollo.grosio@cert.provincia.so.it,contatti.xml
IT-SO0019,5,telefono,+39 3496199417,contatti.xml
IT-SO0019,6,url,www.biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-grosio/,contatti.xml
IT-SO0019,7,url,https://www.facebook.com/biblioteca.grosio.it,contatti.xml
IT-SO0021,1,e-mail,biblioteca.grosotto@gmail.com,contatti.xml
IT-SO0021,2,telefono,+39 0342887023,contatti.xml
IT-SO0021,3,telefono,+39 03463296114,contatti.xml
IT-SO0022,1,e-mail,biblioteca@comune.lanzada.so.it,contatti.xml
IT-SO0022,2,fax,+39 0342556385,contatti.xml
IT-SO0022,3,pec,unione.valmalenco@pec.regione.lombardia.it,contatti.xml
IT-SO0022,4,telefono,+39 0342453243,contatti.xml
IT-SO0022,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-lanzada/,contatti.xml
IT-SO0023,1,e-mail,biblioteca@comune.livigno.so.it,contatti.xml
IT-SO0023,2,fax,+39 0342997275,contatti.xml
IT-SO0023,3,pec,comune.livigno@legalmail.it,contatti.xml
IT-SO0023,4,telefono,+39 0342991240,contatti.xml
IT-SO0023,5,url,https://www.comune.livigno.so.it/,contatti.xml
IT-SO0023,6,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-livigno/,contatti.xml
IT-SO0024,1,e-mail,biblioteca.madesimo@cmvalchiavenna.it,contatti.xml
IT-SO0024,2,pec,protocollo.madesimo@cert.provincia.so.it,contatti.xml
IT-SO0024,3,telefono,+39 034353760,contatti.xml
IT-SO0024,4,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-madesimo/,contatti.xml
IT-SO0027,1,e-mail,biblioteca.mese@cmvalchiavenna.it,contatti.xml
IT-SO0027,2,pec,protocollo.mese@cert.provincia.so.it,contatti.xml
IT-SO0027,3,telefono,+39 034341000,contatti.xml
IT-SO0027,4,telefono,+39 3801321470,contatti.xml
IT-SO0027,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-mese/,contatti.xml
IT-SO0028,1,e-mail,biblioteca@comune.montagnainvaltellina.so.it,contatti.xml
IT-SO0028,2,e-mail,segreteria@comune.montagnainvaltellina.so.it,contatti.xml
IT-SO0028,3,fax,+39 0342380740,contatti.xml
IT-SO0028,4,pec,protocollo.montagnainvaltellina@cert.provincia.so.it,contatti.xml
IT-SO0028,5,telefono,+39 0342380583,contatti.xml
IT-SO0028,6,telefono,+39 0342380077,contatti.xml
IT-SO0028,7,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-montagna-in-valtellina/,contatti.xml
IT-SO0028,8,url,https://sondrio.comperio.it/library/biblioteca-comunale-di-montagna-in-valtellina/,contatti.xml
IT-SO0029,1,e-mail,biblioteca.novate@cmvalchiavenna.it,contatti.xml
IT-SO0029,2,pec,protocollo.novatemezzola@cert.provincia.so.it,contatti.xml
IT-SO0029,3,telefono,+39 034362099,contatti.xml
IT-SO0029,4,telefono,+39 034363040,contatti.xml
IT-SO0029,5,url,https://biblioteche.provinciasondrio.it/library/NOVATE-MEZZOLA-/,contatti.xml
IT-SO0030,1,e-mail,biblioteca.civica@comune.piateda.so.it,contatti.xml
IT-SO0030,2,e-mail,bibliotecadipiateda@gmail.com,contatti.xml
IT-SO0030,3,pec,protocollo.piateda@cert.provincia.so.it,contatti.xml
IT-SO0030,4,telefono,+39 0342371019,contatti.xml
IT-SO0030,5,url,www.facebook.com/biblioPiateda/,contatti.xml
IT-SO0030,6,url,https://sondrio.comperio.it/library/biblioteca-comunale-di-piateda/,contatti.xml
IT-SO0032,1,e-mail,info@comune.poggiridenti.so.it,contatti.xml
IT-SO0032,2,e-mail,biblioteca@comune.poggiridenti.so.it,contatti.xml
IT-SO0032,3,fax,+39 0342380610,contatti.xml
IT-SO0032,4,pec,protocollo.poggiridenti@cert.provincia.so.it,contatti.xml
IT-SO0032,5,telefono,+39 3386618368,contatti.xml
IT-SO0032,6,url,http://www.comune.poggiridenti.gov.it,contatti.xml
IT-SO0033,1,e-mail,biblioteca@comune.ponteinvaltellina.so.it,contatti.xml
IT-SO0033,2,e-mail,bibliotecaponteinvaltellina@gmail.com,contatti.xml
IT-SO0033,3,fax,+39 0342482196,contatti.xml
IT-SO0033,4,pec,protocollo.ponteinvaltellina@cert.provincia.so.it,contatti.xml
IT-SO0033,5,telefono,+39 0342489017,contatti.xml
IT-SO0033,6,url,www.biblioponte.eu,contatti.xml
IT-SO0033,7,url,www.facebook.com/biblioteca.ponte,contatti.xml
IT-SO0036,1,e-mail,biblioteca.prata@cmvalchiavenna.it,contatti.xml
IT-SO0036,2,e-mail,lara.meloni@cmvalchiavenna.it,contatti.xml
IT-SO0036,3,pec,comune.pratacamportaccio@pec.regione.lombardia.it,contatti.xml
IT-SO0036,4,telefono,+39 034320407,contatti.xml
IT-SO0036,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-prata-camportaccio/,contatti.xml
IT-SO0036,6,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-prata-camportaccio/,contatti.xml
IT-SO0037,1,e-mail,biblioteca.samolaco@cmvalchiavenna.it,contatti.xml
IT-SO0037,2,pec,protocollo.samolaco@cert.provincia.so.it,contatti.xml
IT-SO0037,3,telefono,+39 034349160,contatti.xml
IT-SO0037,4,telefono,+39 034338003,contatti.xml
IT-SO0037,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-samolaco/,contatti.xml
IT-SO0037,6,url,www.comune.samolaco.so.it/c014057/zf/index.php/servizi-aggiuntivi/index/index/idtesto/10272,contatti.xml
IT-SO0039,1,e-mail,bibliosondalo@comune.sondalo.so.it,contatti.xml
IT-SO0039,2,e-mail,info@comune.sondalo.so.it,contatti.xml
IT-SO0039,3,fax,+39 0342809010,contatti.xml
IT-SO0039,4,pec,sondalo@pec.cmav.so.it,contatti.xml
IT-SO0039,5,telefono,+39 3345062831,contatti.xml
IT-SO0039,6,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-sondalo/,contatti.xml
IT-SO0039,7,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-sondalo/,contatti.xml
IT-SO0040,1,e-mail,biblioteca@comune.sondrio.it,contatti.xml
IT-SO0040,2,e-mail,info@comune.sondrio.it,contatti.xml
IT-SO0040,3,fax,+39 0342526264,contatti.xml
IT-SO0040,4,pec,protocollo@cert.comune.sondrio.it,contatti.xml
IT-SO0040,5,telefono,+39 0342526273,contatti.xml
IT-SO0040,6,telefono,+39 0342526111,contatti.xml
IT-SO0040,7,url,https://www.comune.sondrio.it/,contatti.xml
IT-SO0042,1,e-mail,as-so@cultura.gov.it,contatti.xml
IT-SO0042,2,fax,+39 0342514551,contatti.xml
IT-SO0042,3,telefono,+39 0342514551,contatti.xml
IT-SO0042,4,url,http://www.archiviodistatosondrio.beniculturali.it/index.php?it/147/biblioteca,contatti.xml
IT-SO0044,1,e-mail,bibliotecateglio@gmail.com,contatti.xml
IT-SO0044,2,fax,+39 0342783007,contatti.xml
IT-SO0044,3,pec,protocollo.teglio@cert.provincia.so.it,contatti.xml
IT-SO0044,4,telefono,+39 0342783007,contatti.xml
IT-SO0044,5,url,https://sondrio.comperio.it/library/biblioteca-comunale-elisa-branchi-di-teglio/,contatti.xml
IT-SO0044,6,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-elisa-branchi-di-teglio/,contatti.xml
IT-SO0044,7,url,www.facebook.com/bibliotecaTeglio/,contatti.xml
IT-SO0047,1,e-mail,biblioteca@comune.tirano.so.it,contatti.xml
IT-SO0047,2,e-mail,v.fasolo@comune.tirano.so.it,contatti.xml
IT-SO0047,3,fax,+39 0342702572,contatti.xml
IT-SO0047,4,pec,comune.tirano@legalmail.it,contatti.xml
IT-SO0047,5,telefono,+39 0342702572,contatti.xml
IT-SO0047,6,url,https://sondrio.comperio.it/library/biblioteca-civica-paolo-e-paola-maria-arcari-di-tirano/,contatti.xml
IT-SO0048,1,e-mail,sindaco@comune.tresivio.so.it,contatti.xml
IT-SO0048,2,fax,+39 0342431591,contatti.xml
IT-SO0048,3,pec,protocollo.tresivio@cert.provincia.so.it,contatti.xml
IT-SO0048,4,telefono,+39 0342430109,contatti.xml
IT-SO0048,5,url,www.comune.tresivio.so.it,contatti.xml
IT-SO0050,1,e-mail,bibliovaldisotto@comune.valdisotto.so.it,contatti.xml
IT-SO0050,2,e-mail,tiziana.demonti.cmav@gmail.com,contatti.xml
IT-SO0050,3,fax,+39 0342952023,contatti.xml
IT-SO0050,4,pec,valdisotto@pec.cmav.so.it,contatti.xml
IT-SO0050,5,telefono,+39 0342951134,contatti.xml
IT-SO0050,6,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-valdisotto/,contatti.xml
IT-SO0051,1,e-mail,paola.bertolina@comune.valfurva.so.it,contatti.xml
IT-SO0051,2,e-mail,bibliovalfurva@comune.valfurva.so.it,contatti.xml
IT-SO0051,3,fax,+39 0342945288,contatti.xml
IT-SO0051,4,pec,valfurva@pec.cmav.so.it,contatti.xml
IT-SO0051,5,telefono,+39 0342946161,contatti.xml
IT-SO0051,6,telefono,+39 0342945702,contatti.xml
IT-SO0051,7,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-valfurva/,contatti.xml
IT-SO0052,1,e-mail,biblioteca.verceia@cmvalchiavenna.it,contatti.xml
IT-SO0052,2,pec,protocollo.verceia@cert.provincia.so.it,contatti.xml
IT-SO0052,3,telefono,+39 034339666,contatti.xml
IT-SO0052,4,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-verceia/,contatti.xml
IT-SO0052,5,url,www.facebook.com/bibliotecacomunalediverceia/,contatti.xml
IT-SO0052,6,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-verceia/,contatti.xml
IT-SO0053,1,e-mail,biblioteca.villa@cmvalchiavenna.it,contatti.xml
IT-SO0053,2,pec,protocollo.villadichiavenna@cert.provincia.so.it,contatti.xml
IT-SO0053,3,telefono,+39 034340028,contatti.xml
IT-SO0053,4,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-stefano-ghiggi/,contatti.xml
IT-SO0053,5,url,www.facebook.com/bibliotecacomunalevilladichiavenna/,contatti.xml
IT-SO0053,6,url,http://www.comune.villadichiavenna.so.it/c014077/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20001,contatti.xml
IT-SO0054,1,e-mail,biblioteca@comune.villaditirano.so.it,contatti.xml
IT-SO0054,2,fax,+39 0342795835,contatti.xml
IT-SO0054,3,pec,comune.villaditirano@pec.regione.lombardia.it,contatti.xml
IT-SO0054,4,telefono,+39 0342795558,contatti.xml
IT-SO0054,5,url,https://biblioteche.provinciasondrio.gov.it/library/biblioteca-comunale-di-villa-di-tirano/,contatti.xml
IT-SO0060,1,e-mail,biblioteca.gordona@cmvalchiavenna.it,contatti.xml
IT-SO0060,2,pec,comune.gordona@pec.regione.lombardia.it,contatti.xml
IT-SO0060,3,telefono,+39 034342899,contatti.xml
IT-SO0060,4,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-gordona/,contatti.xml
IT-SO0060,5,url,https://www.comune.gordona.so.it/c014032/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20012,contatti.xml
IT-SO0061,1,e-mail,biblioteca@comune.morbegno.so.it,contatti.xml
IT-SO0061,2,fax,+39 0342611944,contatti.xml
IT-SO0061,3,pec,protocollo.morbegno@cert.provincia.so.it,contatti.xml
IT-SO0061,4,telefono,+39 0342610323,contatti.xml
IT-SO0061,5,url,https://comune.morbegno.so.it/biblioteca,contatti.xml
IT-SO0062,1,e-mail,biblioteca@comune.talamona.so.it,contatti.xml
IT-SO0062,2,fax,+39 0342671488,contatti.xml
IT-SO0062,3,pec,comune.talamona@halleycert.it,contatti.xml
IT-SO0062,4,telefono,+39 0342672076,contatti.xml
IT-SO0062,5,url,https://www.youtube.com/channel/UCfgPcIqSkhMNZvaEtmFXjNg,contatti.xml
IT-SO0062,6,url,https://biblioteche.provinciasondrio.it/,contatti.xml
IT-SO0062,7,url,http://www.comune.talamona.so.it/c014063/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20054,contatti.xml
IT-SO0062,8,url,www.facebook.com/bibliotecainesbusnardaluzzitalamona/,contatti.xml
IT-SO0065,1,e-mail,biblomed@asst-val.it,contatti.xml
IT-SO0065,2,fax,+39 0342802146,contatti.xml
IT-SO0065,3,pec,protocollo@pec.asst-val.it,contatti.xml
IT-SO0065,4,telefono,0342808111,contatti.xml
IT-SO0065,5,url,https://www.asst-val.it/,contatti.xml
IT-SO0070,1,e-mail,uicso@uiciechi.it,contatti.xml
IT-SO0070,2,fax,+39 0342513490,contatti.xml
IT-SO0070,3,pec,uicisondrio@messaggipec.it,contatti.xml
IT-SO0070,4,telefono,0342216529,contatti.xml
IT-SO0070,5,url,www.uicso.it,contatti.xml
IT-SO0072,1,e-mail,bibliovaldidentro@comune.valdidentro.so.it,contatti.xml
IT-SO0072,2,fax,+39 0342921950,contatti.xml
IT-SO0072,3,pec,valdidentro@pec.cmav.so.it,contatti.xml
IT-SO0072,4,telefono,+39 0342986114,contatti.xml
IT-SO0072,5,url,https://sondrio.comperio.it/library/biblioteca-comunale-di-valdidentro/,contatti.xml
IT-SO0072,6,url,https://www.comune.valdidentro.so.it/news/biblioteca-comunale,contatti.xml
IT-SO0073,1,e-mail,biblioteca@comune.albosaggia.so.it,contatti.xml
IT-SO0073,2,fax,+39 0342513485,contatti.xml
IT-SO0073,3,pec,protocollo.albosaggia@cert.provincia.so.it,contatti.xml
IT-SO0073,4,telefono,+39 0342211378,contatti.xml
IT-SO0073,5,url,https://biblioteche.provinciasondrio.it/library/biblioteca-comunale-di-albosaggia/,contatti.xml
IT-SO0075,1,e-mail,biblioteca@comune.caspoggio.so.it,contatti.xml
IT-SO0075,2,fax,+39 0342556177,contatti.xml
IT-SO0075,3,pec,comune.caspoggio@pec.regione.lombardia.it,contatti.xml
IT-SO0075,4,telefono,+39 3334904769,contatti.xml
IT-SO0075,5,url,https://sondrio.comperio.it/library/biblioteca-comunale-di-caspoggio/,contatti.xml
IT-SO0076,1,e-mail,cssvalchiavella@gmail.com,contatti.xml
IT-SO0076,2,fax,+39 034335382,contatti.xml
IT-SO0076,3,pec,cssvalchiavella@gmail.com,contatti.xml
IT-SO0076,4,telefono,+39 034335382,contatti.xml
IT-SO0076,5,url,www.clavenna.it,contatti.xml
IT-SO0077,1,telefono,+39 0342380160,contatti.xml
IT-SO0078,1,e-mail,museo@comune.morbegno.so.it,contatti.xml
IT-SO0078,2,fax,+39 0342615528,contatti.xml
